173 -> 1187 # ('tile.bop.longGrass', 'BiomesOPlenty:longGrass', 'namespace') 
1315 -> 1279 # ('tile.extrabiomes.log.quarter___', 'ExtrabiomesXL:cornerlog_fir', 'manual') 
1316 -> 1286 # ('tile.extrabiomes.quicksand', 'ExtrabiomesXL:quicksand', 'namespace') 
# 1317 -> (None, 'tile.extrabiomes.stairs.redcobble', 'ExtrabiomesXL:stairs.redcobble', 'no match')
# 1318 -> (None, 'tile.extrabiomes.stairs.redrockbrick', 'ExtrabiomesXL:stairs.redrockbrick', 'no match')
# 1319 -> (None, 'tile.extrabiomes.redrockslab_', 'ExtrabiomesXL:redrockslab_', 'no match')
1320 -> 1292 # ('tile.extrabiomes.stairs.redwood', 'ExtrabiomesXL:stairs.redwood', 'namespace') 
1321 -> 1271 # ('tile.extrabiomes.sapling', 'ExtrabiomesXL:saplings_1', 'manual') 
1322 -> 1305 # ('tile.extrabiomes.wall', 'ExtrabiomesXL:wall', 'namespace') 
1324 -> 1288 # ('tile.extrabiomes.woodslab_', 'ExtrabiomesXL:woodslab2', 'manual') 
1376 -> 1414 # ('tile.for.lepidopterology', 'Forestry:lepidopterology', 'namespace') 
1377 -> 1408 # ('tile.for.arboriculture', 'Forestry:arboriculture', 'namespace') 
1401 -> 1290 # ('None', '1.2.5/Kaevator SuperSlopes tile.BlockKaevWoodCorners/ExtrabiomesXL:woodslab', 'forced') 
# 1413 -> (None, 'tile.for.log7', 'Forestry:log7', 'no match')
1432 -> 1290 # ('None', '1.2.5/Kaevator SuperSlopes tile.BlockKaevWoodIntCorners/ExtrabiomesXL:woodslab', 'forced') 
1433 -> 1290 # ('None', '1.2.5/Kaevator SuperSlopes tile.BlockKaevCobblestoneIntCorners', 'forced') 
1437 -> 1290 # ('None', '1.2.5/Kaevator SuperSlopes tile.BlockKaevStoneIntCorners', 'forced') 
1439 -> 165 # ('tile.immibis.microblock.container', 'ImmibisMicroblocks:MicroblockContainer', 'manual') 
# 1442 -> (None, 'tile.cloth', 'tile.cloth', 'no match')
# 1443 -> (None, 'tile.cloth_', 'tile.cloth_', 'no match')
1444 -> 2203 # ('tile.slime.sapling', 'TConstruct:slime.sapling', 'anyspace') 
1445 -> 2201 # ('tile.slime.grass.tall', 'TConstruct:slime.grass.tall', 'anyspace') 
1446 -> 2202 # ('tile.slime.leaves', 'TConstruct:slime.leaves', 'anyspace') 
1447 -> 2200 # ('tile.slime.grass', 'TConstruct:slime.grass', 'anyspace') 
# 1448 -> (None, 'tile.tconstruct.meatblock', 'TConstruct:meatblock', 'no match')
1449 -> 2189 # ('tile.liquid.slime', 'TConstruct:liquid.slime', 'anyspace') 
# 1450 -> (None, 'tile.extractor.essence', 'tile.extractor.essence', 'no match')
1451 -> 2220 # ('tile.CraftingStation', 'TConstruct:CraftingStation', 'anyspace') 
1452 -> 2221 # ('tile.CraftingSlab', 'TConstruct:CraftingSlab', 'anyspace') 
1453 -> 2199 # ('tile.slime.gel', 'TConstruct:slime.gel', 'anyspace') 
1454 -> 2277 # ('tile.CastingChannel', 'TConstruct:CastingChannel', 'anyspace') 
# 1455 -> (None, 'tile.LightCrystalBase', 'tile.LightCrystalBase', 'no match')
# 1456 -> (None, 'tile.landmine', 'tile.landmine', 'no match')
# 1457 -> (None, 'tile.Decoration.BrickFancy', 'tile.Decoration.BrickFancy', 'no match')
1458 -> 2194 # ('tile.trap.barricade.oak', 'TConstruct:trap.barricade.oak', 'anyspace') 
# 1459 -> (None, 'tile.ToolForge', 'tile.ToolForge', 'no match')
1461 -> 2269 # ('tile.SpeedSlab', 'TConstruct:SpeedSlab', 'anyspace') 
1462 -> 2268 # ('tile.SearedSlab', 'TConstruct:SearedSlab', 'anyspace') 
1463 -> 2876 # ('tile.Redstone.Machine', 'OpenBlocks:drawingtable', 'manual') 
1464 -> 2193 # ('tile.trap.punji', 'TConstruct:trap.punji', 'anyspace') 
# 1465 -> (None, 'tile.tconstruct.glasspane', 'TConstruct:glasspane', 'no match')
1466 -> 2284 # ('tile.Armor.DryingRack', 'TConstruct:Armor.DryingRack', 'anyspace') 
1467 -> 551 # ('tile.tconstruct.glasspanestained', 'MineFactoryReloaded:stainedglass.pane', 'manual') 
1468 -> 2281 # ('tile.GlassBlock.StainedClear', 'TConstruct:GlassBlock.StainedClear', 'anyspace') 
1469 -> 2279 # ('tile.GlassBlock', 'TConstruct:GlassBlock', 'anyspace') 
# 1470 -> (None, 'tile.Aggregator', 'tile.Aggregator', 'no match')
1471 -> 2218 # ('tile.ToolStation', 'TConstruct:ToolStationBlock', 'manual') 
1472 -> 6182 # ('tile.Frypan', 'TConstruct:frypan', 'anyspace') 
1473 -> 2273 # ('tile.LavaTank', 'TConstruct:LavaTank', 'anyspace') 
1474 -> 2271 # ('tile.Smeltery', 'TConstruct:Smeltery', 'anyspace') 
1475 -> 3300 # ('tile.cage', 'thebetweenlands:geckoCage', 'manual') 
1478 -> 1290 # ('None', '1.2.5/Kaevator SuperSlopes tile.BlockKaevWhiteWoolSlopes', 'forced') 
1479 -> 2226 # ('tile.liquid.metalFlow', 'TConstruct:fluid.molten.iron', 'manual') 
1480 -> 2227 # ('tile.liquid.metalStill', 'TConstruct:fluid.molten.gold', 'manual') 
1481 -> 2190 # ('tile.Decoration.Brick', 'TConstruct:MeatBlock', 'manual') 
1482 -> 2195 # ('tile.trap.barricade.spruce', 'TConstruct:trap.barricade.spruce', 'anyspace') 
1483 -> 2196 # ('tile.trap.barricade.birch', 'TConstruct:trap.barricade.birch', 'anyspace') 
1484 -> 2207 # ('tile.decoration.stonetorch', 'TConstruct:decoration.stonetorch', 'anyspace') 
1485 -> 2212 # ('tile.ore.berries.one', 'TConstruct:ore.berries.one', 'anyspace') 
1486 -> 2213 # ('tile.ore.berries.two', 'TConstruct:ore.berries.two', 'anyspace') 
1487 -> 2197 # ('tile.trap.barricade.jungle', 'TConstruct:trap.barricade.jungle', 'anyspace') 
1488 -> 2215 # ('tile.tconstruct.gravelore', 'TConstruct:GravelOre', 'manual') 
1489 -> 2278 # ('tile.SpeedBlock', 'TConstruct:SpeedBlock', 'anyspace') 
1490 -> 2432 # ('tile.tconstruct.stoneore', 'ihl:oreTrona', 'manual') 
1491 -> 2225 # ('tile.TConstruct.Soil', 'TConstruct:CraftedSoil', 'manual') 
1492 -> 2275 # ('tile.SearedBlock', 'TConstruct:SearedBlock', 'anyspace') 
1493 -> 2217 # ('tile.tconstruct.metalblock', 'TConstruct:MetalBlock', 'manual') 
1500 -> 1567 # ('tile.TFBossSpawner', 'TwilightForest:tile.TFBossSpawner', 'namespace') 
1501 -> 1563 # ('tile.TFCicada', 'TwilightForest:tile.TFCicada', 'namespace') 
1502 -> 1562 # ('tile.TFFirefly', 'TwilightForest:tile.TFFirefly', 'namespace') 
1503 -> 1571 # ('tile.TFFireJet', 'TwilightForest:tile.TFFireJet', 'namespace') 
1504 -> 1568 # ('tile.TFFireflyJar', 'TwilightForest:tile.TFFireflyJar', 'namespace') 
1505 -> 1566 # ('tile.TFHedge', 'TwilightForest:tile.TFHedge', 'namespace') 
1506 -> 1561 # ('tile.TFLeaves', 'TwilightForest:tile.TFLeaves', 'namespace') 
1507 -> 1559 # ('tile.TFLog', 'TwilightForest:tile.TFLog', 'namespace') 
1508 -> 1565 # ('tile.TFMazestone', 'TwilightForest:tile.TFMazestone', 'namespace') 
1509 -> 1574 # ('tile.TFMoonworm', 'TwilightForest:tile.TFMoonworm', 'namespace') 
1510 -> 1576 # ('tile.TFMagicLeaves', 'TwilightForest:tile.TFMagicLeaves', 'namespace') 
1511 -> 1575 # ('tile.TFMagicLog', 'TwilightForest:tile.TFMagicLog', 'namespace') 
1512 -> 1572 # ('tile.TFNagastone', 'TwilightForest:tile.TFNagastone', 'namespace') 
1513 -> 1569 # ('tile.TFPlant', 'TwilightForest:tile.TFPlant', 'namespace') 
1514 -> 1564 # ('tile.TFPortal', 'TwilightForest:tile.TFPortal', 'namespace') 
1515 -> 1560 # ('tile.TFRoots', 'TwilightForest:tile.TFRoots', 'namespace') 
1516 -> 1573 # ('tile.TFSapling', 'TwilightForest:tile.TFSapling', 'namespace') 
1517 -> 1570 # ('tile.TFUncraftingTable', 'TwilightForest:tile.TFUncraftingTable', 'namespace') 
1519 -> 1578 # ('tile.TFTowerStone', 'TwilightForest:tile.TFTowerStone', 'namespace') 
1520 -> 1577 # ('tile.TFMagicLogSpecial', 'TwilightForest:tile.TFMagicLogSpecial', 'namespace') 
1522 -> 1579 # ('tile.TFTowerDevice', 'TwilightForest:tile.TFTowerDevice', 'namespace') 
1523 -> 1580 # ('tile.TFTowerTranslucent', 'TwilightForest:tile.TFTowerTranslucent', 'namespace') 
1524 -> 1581 # ('tile.TFTrophy', 'TwilightForest:tile.TFTrophy', 'namespace') 
1525 -> 1582 # ('tile.TFShield', 'TwilightForest:tile.TFShield', 'namespace') 
1526 -> 1583 # ('tile.TFTrophyPedestal', 'TwilightForest:tile.TFTrophyPedestal', 'namespace') 
1555 -> 2842 # ('tile.null_________________', 'ObsidiPlates obsidianPlate/ObsidiPlates:ObsidianPressurePlate', 'direct') 
1600 -> 591 # ('tile.blockArcaneDoor', 'Thaumcraft:blockArcaneDoor', 'anyspace') 
1601 -> 600 # ('tile.blockArcaneFurnace', 'Thaumcraft:blockArcaneFurnace', 'anyspace') 
1602 -> 596 # ('tile.blockCandle', 'Thaumcraft:blockCandle', 'anyspace') 
1603 -> 590 # ('tile.blockChestHungry', 'Thaumcraft:blockChestHungry', 'anyspace') 
1604 -> 585 # ('tile.blockCrucible', 'Thaumcraft:blockMetalDevice', 'manual') 
1605 -> 578 # ('tile.blockCustomPlant', 'Thaumcraft:blockCustomPlant', 'anyspace') 
1606 -> 571 # ('tile.blockFluxGoo', 'Thaumcraft:blockFluxGoo', 'anyspace') 
1607 -> 602 # ('tile.blockHole', 'Thaumcraft:blockHole', 'anyspace') 
1608 -> 3058 # ('tile.blockInfusionWorkbench', 'thaumicenergistics:thaumicenergistics.block.infusion.provider', 'manual') 
1609 -> 595 # ('tile.blockJar', 'Thaumcraft:blockJar', 'anyspace') 
1610 -> 577 # ('tile.blockMagicalLeaves', 'Thaumcraft:blockMagicalLeaves', 'anyspace') 
1611 -> 576 # ('tile.blockMagicalLog', 'Thaumcraft:blockMagicalLog', 'anyspace') 
# 1612 -> (None, 'tile.blockMarker', 'tile.blockMarker', 'no match')
# 1613 -> (None, 'tile.blockSecure', 'tile.blockSecure', 'no match')
1614 -> 589 # ('tile.blockTable', 'Thaumcraft:blockTable', 'anyspace') 
1615 -> 582 # ('tile.blockWooden', 'Thaumcraft:blockCosmeticSolid', 'manual') 
1616 -> 586 # ('tile.blockWoodenDevice', 'Thaumcraft:blockWoodenDevice', 'anyspace') 
1617 -> 592 # ('tile.blockLifter', 'Thaumcraft:blockLifter', 'anyspace') 
1618 -> 3090 # ('tile.blockNitor', 'ThaumicTinkerer:nitorGas', 'manual') 
# 1619 -> (None, 'tile.blockCrystal', 'tile.blockCrystal', 'no match')
1620 -> 581 # ('tile.blockCosmeticOpaque', 'Thaumcraft:blockCosmeticOpaque', 'anyspace') 
1621 -> 582 # ('tile.blockCosmeticSolid', 'Thaumcraft:blockCosmeticSolid', 'anyspace') 
1622 -> 588 # ('tile.blockMirror', 'Thaumcraft:blockMirror', 'anyspace') 
# 1750 -> (None, 'tile.planks', 'tile.planks', 'no match')
# 1751 -> (None, 'tile.planks_', 'tile.planks_', 'no match')
# 1752 -> (None, 'tile.planks__', 'tile.planks__', 'no match')
# 1753 -> (None, 'tile.effectJar', 'tile.effectJar', 'no match')
1754 -> 2421 # ('tile.hive_', 'ihl:oreBischofite', 'manual') 
1900 -> 2425 # ('tile.powerOre', 'ihl:oreMica', 'manual') 
1901 -> 3794 # ('tile.forceStairs', 'ForgottenNature:FNWStairs1', 'manual') 
# 1902 -> (None, 'block.forceInfuser', 'block.forceInfuser', 'no match')
# 1903 -> (None, 'tile.forceBrick', 'tile.forceBrick', 'no match')
1904 -> 1273 # ('tile.forceLog', 'ExtrabiomesXL:log1', 'manual') 
1905 -> 1259 # ('tile.forceLeaves', 'ExtrabiomesXL:leaves_1', 'manual') 
1906 -> 1271 # ('tile.forceSapling', 'ExtrabiomesXL:saplings_1', 'manual') 
# 1907 -> (None, 'tile.forceEngine', 'tile.forceEngine', 'no match')
# 1908 -> (None, 'tile.forceSlab', 'tile.forceSlab', 'no match')
1920 -> 1163 # ('tile.bop.plants', 'BiomesOPlenty:plants', 'namespace') 
1921 -> 1164 # ('tile.bop.flowers', 'BiomesOPlenty:flowers', 'namespace') 
1923 -> 1197 # ('tile.bop.leaves1', 'BiomesOPlenty:leaves1', 'namespace') 
1924 -> 1198 # ('tile.bop.leaves2', 'BiomesOPlenty:leaves2', 'namespace') 
1925 -> 1174 # ('tile.bop.foliage', 'BiomesOPlenty:foliage', 'namespace') 
1926 -> 1199 # ('tile.bop.leavesFruit', 'BiomesOPlenty:leaves3', 'manual') 
1930 -> 1220 # ('tile.bop.stoneDoubleSlab', 'BiomesOPlenty:stoneDoubleSlab', 'namespace') 
1931 -> 1219 # ('tile.bop.stoneSingleSlab', 'BiomesOPlenty:stoneSingleSlab', 'namespace') 
1933 -> 1193 # ('tile.bop.wood1', 'BiomesOPlenty:logs1', 'manual') 
1934 -> 1194 # ('tile.bop.wood2', 'BiomesOPlenty:logs2', 'manual') 
1935 -> 1195 # ('tile.bop.wood3', 'BiomesOPlenty:logs3', 'manual') 
1936 -> 1201 # ('tile.bop.petals', 'BiomesOPlenty:petals', 'namespace') 
1937 -> 1202 # ('tile.bop.saplings', 'BiomesOPlenty:saplings', 'namespace') 
1938 -> 1203 # ('tile.bop.colorizedSaplings', 'BiomesOPlenty:colorizedSaplings', 'namespace') 
# 1939 -> (None, 'tile.bop.redCobbleStairs', 'BiomesOPlenty:redCobbleStairs', 'no match')
# 1940 -> (None, 'tile.bop.redBricksStairs', 'BiomesOPlenty:redBricksStairs', 'no match')
1947 -> 1214 # ('tile.bop.planks', 'BiomesOPlenty:planks', 'namespace') 
1948 -> 1216 # ('tile.bop.woodenDoubleSlab1', 'BiomesOPlenty:woodenDoubleSlab1', 'namespace') 
1949 -> 1215 # ('tile.bop.woodenSingleSlab1', 'BiomesOPlenty:woodenSingleSlab1', 'namespace') 
1950 -> 1218 # ('tile.bop.woodenDoubleSlab2', 'BiomesOPlenty:woodenDoubleSlab2', 'namespace') 
1951 -> 1217 # ('tile.bop.woodenSingleSlab2', 'BiomesOPlenty:woodenSingleSlab2', 'namespace') 
1962 -> 1200 # ('tile.bop.leavesColorized', 'BiomesOPlenty:leaves4', 'manual') 
1970 -> 3750 # ('tile.dimDoor', 'dimdoors:Dimensional Door', 'manual') 
1971 -> 3751 # ('tile.dimHatch', 'dimdoors:Transdimensional Trapdoor', 'manual') 
1973 -> 3754 # ('tile.blockDimWall', 'dimdoors:Fabric of Reality', 'manual') 
1977 -> 3748 # ('tile.rift', 'dimdoors:Rift', 'anyspace') 
1979 -> 3753 # ('tile.transientDoor', 'dimdoors:transientDoor', 'anyspace') 
1980 -> 3746 # ('tile.chaosDoor', 'dimdoors:Unstable Door', 'manual') 
1981 -> 3747 # ('tile.dimDoorWarp', 'dimdoors:Warp Door', 'manual') 
2000 -> 3514 # ('None', '1.2.5/1.5.1/RedPower2 Copper Ore/erebus:oreCopper', 'forced') 
2001 -> 1470 # ('tile.thermalexpansion.ore', 'ThermalFoundation:Ore', 'manual') 
2002 -> 3718 # ('tile.thermalexpansion.machine', 'ThermalExpansion:Machine', 'namespace') 
2003 -> 3719 # ('tile.thermalexpansion.engine', 'ThermalExpansion:Device', 'manual') 
2004 -> 3722 # ('tile.thermalexpansion.tank', 'ThermalExpansion:Tank', 'namespace') 
2005 -> 3721 # ('tile.thermalexpansion.energycell', 'ThermalExpansion:Cell', 'manual') 
2006 -> 3691 # ('tile.thermalexpansion.conduit', 'ThermalDynamics:ThermalDynamics_0', 'manual') 
2007 -> 3726 # ('tile.thermalexpansion.tesseract', 'ThermalExpansion:Tesseract', 'namespace') 
2008 -> 3727 # ('tile.thermalexpansion.plate', 'ThermalExpansion:Plate', 'namespace') 
2009 -> 3728 # ('tile.thermalexpansion.lamp', 'ThermalExpansion:Light', 'manual') 
2010 -> 3730 # ('tile.thermalexpansion.glass', 'ThermalExpansion:Glass', 'namespace') 
2011 -> 3731 # ('tile.thermalexpansion.rockwool', 'ThermalExpansion:Rockwool', 'namespace') 
2012 -> 1472 # ('tile.liquid.redstone', 'ThermalFoundation:FluidRedstone', 'manual') 
2013 -> 1473 # ('tile.liquid.glowstone', 'ThermalFoundation:FluidGlowstone', 'manual') 
2014 -> 1474 # ('tile.liquid.ender', 'ThermalFoundation:FluidEnder', 'manual') 
2015 -> 3723 # ('tile.thermalexpansion.storage', 'ThermalExpansion:Strongbox', 'manual') 
2050 -> 2094 # ('tile.MoCLeaves', 'MoCreatures:MoCLeaves', 'namespace') 
2051 -> 2095 # ('tile.MoCLog', 'MoCreatures:MoCLog', 'namespace') 
# 2052 -> (None, 'tile.MoCWoodPlanks', 'MoCreatures:MoCWoodPlanks', 'no match')
2053 -> 2096 # ('tile.MoCTallGrass', 'MoCreatures:MoCTallGrass', 'namespace') 
# 2148 -> (None, 'tile.interface', 'tile.interface', 'no match')
# 2149 -> (None, 'tile.mobMagnet', 'tile.mobMagnet', 'no match')
# 2150 -> (None, 'tile.glowstoneGas', 'tile.glowstoneGas', 'no match')
# 2151 -> (None, 'tile.transmutator', 'tile.transmutator', 'no match')
# 2152 -> (None, 'tile.wardChest', 'tile.wardChest', 'no match')
2153 -> 3073 # ('tile.animationTablet', 'ThaumicTinkerer:animationTablet', 'anyspace') 
# 2154 -> (None, 'tile.darkQuartz', 'tile.darkQuartz', 'no match')
2155 -> 3081 # ('tile.darkQuartzSlab', 'ThaumicTinkerer:darkQuartzSlab', 'anyspace') 
2156 -> 3086 # ('tile.darkQuartzStairs', 'ThaumicTinkerer:darkQuartzStairs', 'anyspace') 
# 2157 -> (None, 'tile.darkQuartzSlab_', 'tile.darkQuartzSlab_', 'no match')
# 2158 -> (None, 'tile.darkGas', 'tile.darkGas', 'no match')
# 2159 -> (None, 'tile.phantomStone', 'tile.phantomStone', 'no match')
# 2161 -> (None, 'tile.magnet', 'tile.magnet', 'no match')
2192 -> 3090 # ('tile.nitorGas', 'ThaumicTinkerer:nitorGas', 'anyspace') 
2224 -> 1272 # ('tile.extrabiomes.sapling_', 'ExtrabiomesXL:saplings_2', 'manual') 
2225 -> 1281 # ('tile.extrabiomes.baldcypressquarter', 'ExtrabiomesXL:log_elbow_baldcypress', 'manual') 
2226 -> 1259 # ('tile.extrabiomes.leaves__', 'ExtrabiomesXL:leaves_1', 'manual') 
2227 -> 1281 # ('tile.extrabiomes.cypresskneelog', 'ExtrabiomesXL:log_elbow_baldcypress', 'manual') 
2228 -> 1282 # ('tile.extrabiomes.rainbowkneelog', 'ExtrabiomesXL:log_elbow_rainbow_eucalyptus', 'manual') 
2229 -> 1277 # ('tile.extrabiomes.rainboweucalyptusquarter', 'ExtrabiomesXL:cornerlog_rainboweucalyptus', 'manual') 
2231 -> 1273 # ('tile.extrabiomes.newlog', 'ExtrabiomesXL:log1', 'manual') 
2232 -> 1296 # ('tile.extrabiomes.stairs.cypress', 'ExtrabiomesXL:stairs.cypress', 'namespace') 
2233 -> 1298 # ('tile.extrabiomes.stairs.japanesemaple', 'ExtrabiomesXL:stairs.japanesemaple', 'namespace') 
2234 -> 1295 # ('tile.extrabiomes.stairs.rainboweucalyptus', 'ExtrabiomesXL:stairs.rainboweucalyptus', 'namespace') 
2235 -> 1299 # ('tile.extrabiomes.stairs.autumn', 'ExtrabiomesXL:stairs.autumn', 'namespace') 
2236 -> 1297 # ('tile.extrabiomes.stairs.baldcypress', 'ExtrabiomesXL:stairs.baldcypress', 'namespace') 
2237 -> 1267 # ('tile.extrabiomes.leaves___', 'ExtrabiomesXL:leaves_2', 'manual') 
2238 -> 1274 # ('tile.extrabiomes.log_', 'ExtrabiomesXL:log2', 'manual') 
2239 -> 1290 # ('tile.extrabiomes.woodslab__', 'ExtrabiomesXL:woodslab', 'manual') 
2240 -> 1290 # ('tile.extrabiomes.woodslab___', 'ExtrabiomesXL:woodslab', 'manual') 
2241 -> 1300 # ('tile.extrabiomes.stairs.sakurablossom', 'ExtrabiomesXL:stairs.sakurablossom', 'namespace') 
# 2256 -> (None, 'item.record', 'record', 'no match')
# 2257 -> (None, 'item.record_', 'record_', 'no match')
# 2258 -> (None, 'item.record__', 'record__', 'no match')
# 2259 -> (None, 'item.record___', 'record___', 'no match')
# 2260 -> (None, 'item.record____', 'record____', 'no match')
# 2261 -> (None, 'item.record_____', 'record_____', 'no match')
# 2262 -> (None, 'item.record______', 'record______', 'no match')
# 2263 -> (None, 'item.record_______', 'record_______', 'no match')
# 2264 -> (None, 'item.record________', 'record________', 'no match')
# 2265 -> (None, 'item.record_________', 'record_________', 'no match')
# 2266 -> (None, 'item.record__________', 'record__________', 'no match')
# 2267 -> (None, 'item.record___________', 'record___________', 'no match')
2304 -> 3690 # ('tile.armChair', 'erebus:armchair', 'anyspace') 
2305 -> 2773 # ('tile.bathBlock', 'cfm:freezer', 'manual') 
2306 -> 2774 # ('tile.ceramicBlockOne', 'cfm:fridge', 'manual') 
2307 -> 2768 # ('tile.ironBlockOne', 'cfm:coffetablestone', 'manual') 
2308 -> 2770 # ('tile.ironBlocksTwo', 'cfm:tablestone', 'manual') 
2309 -> 2766 # ('tile.lightsOff', 'cfm:lampoff', 'manual') 
2310 -> 2765 # ('tile.lightsOn', 'cfm:lampon', 'manual') 
2311 -> 2520 # ('tile.miscOne', 'ihl:goldChimneyKnee', 'manual') 
2312 -> 752 # ('tile.MobHeadsOne', 'Botania:gaiaHeadBlock', 'manual') 
2313 -> 1344 # ('tile.MobHeadsThree', 'HardcoreEnderExpansion:enderman_head_block', 'manual') 
2314 -> 2807 # ('tile.MobHeadsTwo', 'cfm:showerheadoff', 'manual') 
2315 -> 3612 # ('tile.roofingBlocksOne', 'erebus:siloRoof', 'manual') 
2316 -> 2776 # ('tile.sofaCenter', 'cfm:couch', 'manual') 
2317 -> 2776 # ('tile.sofaCorner', 'cfm:couch', 'manual') 
2318 -> 2776 # ('tile.sofaLeft', 'cfm:couch', 'manual') 
2319 -> 2776 # ('tile.sofaRight', 'cfm:couch', 'manual') 
2320 -> 2767 # ('tile.woodBlocks', 'cfm:coffetablewood', 'manual') 
2321 -> 2769 # ('tile.woodBlocksThree', 'cfm:tablewood', 'manual') 
2322 -> 2771 # ('tile.woodBlocksTwo', 'cfm:chairwood', 'manual') 
2323 -> 2808 # ('tile.MobHeadsFour', 'cfm:showerheadon', 'manual') 
2375 -> 3699 # ('tile.null__________________', 'UsefulFood:AppleCakeBlock', 'direct') 
2376 -> 3702 # ('tile.null___________________', 'UsefulFood:CaramelCakeBlock', 'direct') 
2377 -> 3700 # ('tile.null____________________', 'UsefulFood:ChocolateCakeBlock', 'direct') 
2378 -> 3701 # ('tile.null_____________________', 'UsefulFood:MagicCakeBlock', 'direct') 
2400 -> 2120 # ('tile.extrautils:angelBlock', 'ExtraUtilities:angelBlock', 'namespace') 
2401 -> 2121 # ('tile.extrautils:budoff', 'ExtraUtilities:budoff', 'namespace') 
2402 -> 2122 # ('tile.extrautils:chandelier', 'ExtraUtilities:chandelier', 'namespace') 
2403 -> 2122 # ('tile.extrautils:chandelier_invis', 'ExtraUtilities:chandelier', 'manual') 
2404 -> 2128 # ('tile.extrautils:colorStoneBrick', 'ExtraUtilities:colorStoneBrick', 'namespace') 
2405 -> 2127 # ('tile.extrautils:datablock', 'ExtraUtilities:datablock', 'namespace') 
2406 -> 2141 # ('tile.extrautils:cobblestone_compressed', 'ExtraUtilities:cobblestone_compressed', 'namespace') 
# 2407 -> (None, 'tile.null______________________', 'tile.null______________________', 'no match')
2408 -> 2143 # ('tile.extrautils:greenscreen', 'ExtraUtilities:greenscreen', 'namespace') 
2409 -> 2144 # ('tile.extrautils:peaceful_table_top', 'ExtraUtilities:peaceful_table_top', 'namespace') 
2410 -> 2146 # ('tile.extrautils:sound_muffler', 'ExtraUtilities:sound_muffler', 'namespace') 
# 2411 -> (None, 'tile.extrautils:conveyor_top', 'ExtraUtilities:conveyor_top', 'no match')
2412 -> 2149 # ('tile.extrautils:pipes', 'ExtraUtilities:pipes', 'namespace') 
# 2413 -> (None, 'tile.extrautils:extractor_extract', 'ExtraUtilities:extractor_extract', 'no match')
2414 -> 2129 # ('tile.extrautils:colorWoodPlanks', 'ExtraUtilities:colorWoodPlanks', 'namespace') 
2415 -> 2151 # ('tile.extrautils:cursedearthside', 'ExtraUtilities:cursedearthside', 'namespace') 
2416 -> 2119 # ('tile.extrautils:curtains', 'ExtraUtilities:curtains', 'namespace') 
2417 -> 2166 # ('tile.extrautils:etherealglass', 'ExtraUtilities:etherealglass', 'namespace') 
2418 -> 2153 # ('tile.extrautils:spike_base', 'ExtraUtilities:spike_base', 'namespace') 
2419 -> 2152 # ('tile.extrautils:trashcan', 'ExtraUtilities:trashcan', 'namespace') 
